job_id,title,company,location,experience_level,experience_years,salary_lpa,company_rating,skills
IND2026709,React Developer,Deloitte,Kochi,Mid,3.5,19.0,3.9,Typescript;Next.Js;React;Redux;Html/Css;Javascript
IND2026710,Backend Developer,Cisco,Remote,Mid,3.5,15.2,2.6,Mongodb;Redis;Java;Django
IND2026711,Data Scientist,Meesho,Remote,Mid,3.5,11.1,3.1,Nlp;Machine Learning;Sql;Scikit-Learn
IND2026712,MLOps Engineer,HAL,Remote,Mid,3.5,4.5,3.7,Aws;Kubernetes;Python;Docker
IND2026713,Software Engineer,Khatabook,Pune,Mid,3.5,48.0,4.0,Data Structures;C++;System Design;Git
IND2026714,MLOps Engineer,DRDO,Remote,Mid,3.5,10.5,3.7,Kubernetes;Docker;Python;Airflow;Mlflow
IND2026716,Product Manager,Khatabook,Hyderabad,Entry,3.5,4.6,3.7,Sql;User Research;A/B Testing;Roadmapping;Agile;Jira
IND2026717,Software Engineer,Fi Money,Remote,Entry,3.5,6.3,4.1,C++;Data Structures;Git;Python;Algorithms
IND2026718,React Developer,Oracle,Bangalore,Entry,3.5,6.7,3.4,Typescript;Javascript;Next.Js;Redux;Html/Css
IND2026719,MLOps Engineer,TCS,Remote,Entry,3.5,5.4,3.8,Python;Aws;Docker;Mlflow;Airflow;Ci/Cd
IND2026721,Business Analyst,Ola,Mumbai,Senior,6.5,36.2,3.5,Power Bi;Requirements Gathering;Excel;Sql;Agile
IND2026723,Product Manager,HAL,Remote,Senior,6.5,4.5,3.8,A/B Testing;Sql;Jira;User Research
IND2026724,Java Developer,Khatabook,Remote,Mid,3.5,4.5,4.2,Hibernate;Maven;Microservices;Rest Apis;Spring Boot;Java
IND2026725,Node.js Developer,Hasura,Pune,Entry,3.5,4.6,3.4,Javascript;Mongodb;Rest Apis
IND2026726,React Developer,Amazon,Remote,Mid,3.5,17.9,3.3,Next.Js;Javascript;Html/Css;Typescript
IND2026727,UI/UX Designer,IBM,Chandigarh,Mid,3.5,48.0,3.3,Adobe Xd;Wireframing;Css;Figma;Prototyping;User Research
IND2026728,Java Developer,Darwinbox,Bangalore,Entry,3.5,4.5,4.0,Rest Apis;Maven;Hibernate;Spring Boot;Java;Sql
IND2026729,Power BI Developer,HAL,Remote,Mid,3.5,7.1,3.3,Sql;Power Bi;Azure;Dax;Etl;Excel
IND2026730,Product Manager,Amazon,Pune,Senior,6.5,30.1,3.0,Sql;User Research;A/B Testing;Agile;Jira;Product Strategy
IND2026732,Cloud Engineer,Dream11,Remote,Mid,3.5,24.3,3.9,Aws;Azure;Docker;Linux;Terraform;Gcp
IND2026733,Business Analyst,Microsoft,Pune,Mid,3.5,48.0,3.9,Power Bi;Agile;Sql
IND2026734,Python Developer,Urban Company,Bangalore,Senior,6.5,31.9,3.6,Rest Apis;Postgresql;Fastapi;Django;Python
IND2026735,Software Engineer,ONGC,Lucknow,Senior,6.5,19.7,4.1,Data Structures;Java;Rest Apis
IND2026736,Python Developer,Lenskart,Bangalore,Mid,3.5,4.5,3.9,Fastapi;Python;Postgresql;Aws;Rest Apis
IND2026737,Cybersecurity Analyst,HAL,Pune,Senior,6.5,15.5,3.9,Penetration Testing;Python;Siem;Network Security
IND2026739,Data Analyst,Cognizant,Remote,Entry,3.5,4.9,4.0,Sql;Data Visualization;Power Bi;Excel;Statistics
IND2026743,Machine Learning Engineer,Freshworks,Remote,Senior,6.5,35.2,4.2,Python;Kubernetes;Docker;Pytorch;Mlops
IND2026744,UI/UX Designer,Zomato,Chandigarh,Mid,3.5,12.1,2.9,Prototyping;User Research;Css;Adobe Xd;Figma;Wireframing
IND2026745,Python Developer,Wipro,Delhi,Mid,3.5,4.5,3.5,Postgresql;Django;Fastapi;Aws;Rest Apis
IND2026746,MLOps Engineer,Postman,Bhubaneswar,Entry,3.5,5.0,3.1,Aws;Mlflow;Ci/Cd;Airflow;Kubernetes
IND2026747,Cloud Engineer,Deloitte,Hyderabad,Mid,3.5,16.2,2.8,Azure;Terraform;Kubernetes
IND2026748,Frontend Developer,Khatabook,Kolkata,Mid,3.5,23.6,4.1,Figma;Typescript;React;Javascript;Html/Css
IND2026749,Data Analyst,Accenture,Mumbai,Senior,6.5,27.4,4.0,Data Visualization;Excel;Sql;Tableau;Power Bi;Python
IND2026750,QA Engineer,InMobi,Bangalore,Mid,3.5,4.5,3.0,Selenium;Api Testing;Postman
IND2026751,Node.js Developer,BrowserStack,Mumbai,Entry,3.5,5.2,3.8,Node.Js;Javascript;Express.Js;Typescript;Rest Apis;Mongodb
IND2026752,Business Analyst,Byju's,Remote,Entry,3.5,5.3,2.8,Power Bi;Excel;Agile
IND2026753,QA Engineer,Chargebee,Mumbai,Mid,3.5,48.0,3.0,Api Testing;Manual Testing;Postman;Jira
IND2026754,Business Analyst,Tech Mahindra,Hyderabad,Mid,3.5,4.5,3.5,Excel;Sql;Jira;Requirements Gathering;Agile
IND2026755,Frontend Developer,InMobi,Bangalore,Mid,3.5,12.9,3.7,Next.Js;Html/Css;Tailwind Css;Javascript;Figma;Typescript
IND2026756,Java Developer,Deloitte,Chandigarh,Mid,3.5,12.8,4.1,Sql;Maven;Rest Apis;Microservices
IND2026758,Machine Learning Engineer,BSNL,Remote,Mid,3.5,4.5,2.9,Aws;Tensorflow;Kubernetes;Python;Docker;Scikit-Learn
IND2026760,iOS Developer,Meesho,Indore,Senior,6.5,43.8,4.2,Xcode;Swift;Swiftui;Rest Apis;Core Data
IND2026761,Backend Developer,BHEL,Remote,Mid,3.5,7.8,3.7,Java;Node.Js;Redis;Docker;Python
IND2026762,Cybersecurity Analyst,Accenture,Mumbai,Mid,3.5,7.6,3.8,Network Security;Siem;Penetration Testing;Ethical Hacking;Python
IND2026764,DevOps Engineer,DRDO,Kochi,Entry,3.5,4.5,3.6,Terraform;Ansible;Aws;Jenkins;Docker;Kubernetes
IND2026765,Computer Vision Engineer,Infosys,Remote,Mid,3.5,10.5,3.0,Deep Learning;Yolo;Tensorflow
IND2026766,NLP Engineer,Cisco,Remote,Mid,3.5,12.9,3.7,Python;Transformers;Huggingface;Bert;Tensorflow;Llms
IND2026768,Technical Lead,BHEL,Hyderabad,Senior,6.5,16.5,3.0,Aws;Agile;Code Review;System Design;Microservices
IND2026769,Data Analyst,Google,Hyderabad,Mid,3.5,17.2,3.5,Python;Excel;Statistics;Sql
IND2026771,Business Analyst,Cisco,Ahmedabad,Mid,3.5,20.3,3.3,Power Bi;Jira;Sql
IND2026772,DevOps Engineer,Swiggy,Hyderabad,Mid,3.5,15.5,3.1,Aws;Ansible;Linux;Docker;Terraform
IND2026773,Python Developer,Cognizant,Remote,Mid,3.5,22.9,4.1,Rest Apis;Python;Docker;Django;Aws
IND2026774,Backend Developer,Cisco,Bhubaneswar,Senior,6.5,36.8,3.1,Redis;Mongodb;Fastapi
IND2026775,Engineering Manager,Google,Remote,Entry,3.5,5.6,3.9,Hiring;Roadmapping;Agile
IND2026776,Power BI Developer,Byju's,Chennai,Mid,3.5,4.5,4.2,Azure;Sql;Dax;Etl;Excel
IND2026777,Power BI Developer,Slice,Coimbatore,Entry,3.5,5.7,4.2,Excel;Power Bi;Data Modeling;Dax
IND2026779,Android Developer,Oracle,Mumbai,Mid,3.5,21.0,3.6,Jetpack Compose;Firebase;Rest Apis;Kotlin;Android Sdk;Java
IND2026780,AI Engineer,DRDO,Coimbatore,Mid,3.5,4.5,4.1,Nlp;Llms;Vector Dbs;Langchain;Openai Api;Prompt Engineering
IND2026782,Blockchain Developer,Chargebee,Pune,Mid,3.5,20.3,4.2,Smart Contracts;Web3.Js;Python;Ethereum;Solidity
IND2026783,Computer Vision Engineer,Hasura,Remote,Mid,3.5,14.0,2.9,Opencv;Pytorch;Deep Learning
IND2026784,DevOps Engineer,Microsoft,Kolkata,Mid,3.5,10.4,3.8,Aws;Jenkins;Kubernetes;Docker
IND2026785,Data Engineer,Microsoft,Remote,Mid,3.5,4.5,3.8,Kafka;Airflow;Aws;Spark;Python
IND2026786,Product Manager,Wipro,Coimbatore,Mid,3.5,18.9,3.7,User Research;Agile;Roadmapping;A/B Testing
IND2026787,Cloud Engineer,ISRO,Remote,Mid,3.5,11.6,4.2,Gcp;Linux;Terraform
IND2026789,Research Scientist,Deloitte,Bangalore,Senior,6.5,38.6,3.6,Nlp;R;Publications;Deep Learning;Python
IND2026791,Product Manager,Urban Company,Chennai,Entry,3.5,6.4,3.3,User Research;A/B Testing;Product Strategy;Agile;Roadmapping;Jira
IND2026792,Frontend Developer,Byju's,Remote,Mid,3.5,12.6,3.2,Tailwind Css;React;Html/Css
IND2026794,Java Developer,Cognizant,Remote,Mid,3.5,7.0,4.1,Sql;Microservices;Hibernate;Java;Rest Apis
IND2026795,Technical Lead,Paytm,Chennai,Mid,3.5,48.0,3.8,Aws;Microservices;System Design
IND2026797,Full Stack Developer,DRDO,Hyderabad,Mid,3.5,9.2,3.9,Rest Apis;Postgresql;Node.Js;Aws;React
IND2026798,Software Engineer,Darwinbox,Pune,Entry,3.5,4.7,3.8,Algorithms;Java;C++
IND2026799,Full Stack Developer,Khatabook,Jaipur,Mid,3.5,14.2,2.9,Python;Aws;Docker
IND2026802,AI Engineer,IBM,Remote,Senior,6.5,36.1,3.7,Langchain;Llms;Vector Dbs
IND2026803,Data Analyst,Amazon,Remote,Mid,3.5,8.8,4.0,Tableau;Sql;Data Visualization;Python;Excel;Statistics
IND2026804,Android Developer,Hasura,Remote,Mid,3.5,19.4,3.3,Kotlin;Rest Apis;Jetpack Compose;Java;Firebase
IND2026805,Frontend Developer,Slice,Mumbai,Mid,3.5,23.7,3.0,Javascript;Typescript;Html/Css;Figma;Next.Js;Tailwind Css
IND2026806,Blockchain Developer,BrowserStack,Remote,Mid,3.5,22.3,3.2,Ethereum;Web3.Js;Smart Contracts;Solidity;Python
IND2026809,Data Scientist,MakeMyTrip,Remote,Mid,3.5,22.2,4.3,Tableau;Tensorflow;Scikit-Learn;Sql;Machine Learning
IND2026811,Java Developer,Chargebee,Bangalore,Mid,3.5,12.6,3.4,Java;Maven;Hibernate
IND2026812,React Developer,BHEL,Remote,Senior,6.5,15.9,4.2,Javascript;Redux;Html/Css;React;Typescript;Next.Js
IND2026813,Python Developer,Flipkart,Remote,Senior,6.5,31.4,3.9,Postgresql;Python;Rest Apis;Docker
IND2026814,Backend Developer,NTPC,Indore,Senior,6.5,14.6,4.3,Mongodb;Django;Docker;Redis;Python
IND2026816,Data Engineer,Paytm,Lucknow,Entry,3.5,6.7,3.7,Etl;Python;Spark
IND2026817,Data Engineer,Byju's,Jaipur,Entry,3.5,8.1,4.0,Airflow;Aws;Spark
IND2026819,Blockchain Developer,Zomato,Hyderabad,Senior,6.5,42.5,4.0,Smart Contracts;Python;Solidity;Web3.Js
IND2026820,Java Developer,Zoho,Remote,Mid,3.5,20.7,3.3,Rest Apis;Hibernate;Microservices;Java;Sql;Spring Boot
IND2026821,Business Analyst,Ola,Hyderabad,Mid,3.5,4.5,3.0,Power Bi;Sql;Jira;Excel;Requirements Gathering
IND2026822,UI/UX Designer,Freshworks,Bangalore,Mid,3.5,25.4,3.9,User Research;Figma;Adobe Xd;Css;Prototyping;Wireframing
IND2026823,Node.js Developer,Capgemini,Jaipur,Mid,3.5,4.5,3.7,Express.Js;Javascript;Typescript;Rest Apis
IND2026824,Business Analyst,Khatabook,Remote,Mid,3.5,4.5,4.0,Agile;Power Bi;Excel;Sql;Requirements Gathering;Jira
IND2026825,Backend Developer,ISRO,Chennai,Mid,3.5,11.3,4.0,Java;Python;Mongodb;Node.Js
IND2026826,Technical Lead,Amazon,Kochi,Senior,6.5,25.0,3.0,Team Leadership;Agile;System Design;Microservices;Code Review;Aws
IND2026828,Cybersecurity Analyst,Tech Mahindra,Jaipur,Senior,6.5,37.0,4.1,Python;Ethical Hacking;Siem;Penetration Testing
IND2026829,Android Developer,Amazon,Remote,Senior,6.5,29.9,3.1,Android Sdk;Jetpack Compose;Java;Rest Apis
IND2026830,Technical Lead,Slice,Hyderabad,Senior,6.5,48.0,4.2,Aws;Agile;Team Leadership;System Design;Code Review
IND2026831,Product Manager,Tech Mahindra,Hyderabad,Mid,3.5,4.5,3.0,Jira;Product Strategy;A/B Testing;Agile;Sql;Roadmapping
IND2026832,Full Stack Developer,Infosys,Bangalore,Mid,3.5,18.5,3.5,React;Aws;Rest Apis;Python
IND2026833,Software Engineer,Leadsquared,Remote,Senior,6.5,43.3,3.4,Python;Java;Data Structures;Git;C++;System Design
IND2026835,MLOps Engineer,Lenskart,Remote,Senior,6.5,48.0,2.8,Aws;Docker;Kubernetes;Mlflow;Airflow
IND2026837,Product Manager,Amazon,Remote,Mid,3.5,8.9,3.2,Sql;Product Strategy;A/B Testing
IND2026838,Frontend Developer,Freshworks,Indore,Senior,6.5,4.5,2.8,Tailwind Css;Typescript;Html/Css;React;Figma
IND2026839,Software Engineer,Zoho,Remote,Mid,3.5,21.0,3.6,C++;Git;System Design;Rest Apis
IND2026840,AI Engineer,Khatabook,Kochi,Mid,3.5,12.4,3.9,Rag;Vector Dbs;Prompt Engineering
IND2026841,Technical Lead,Tech Mahindra,Remote,Mid,3.5,17.4,3.6,Code Review;Team Leadership;Agile;Aws;Microservices;System Design
IND2026842,Computer Vision Engineer,Chargebee,Bangalore,Entry,3.5,4.5,3.9,Yolo;Python;Opencv;Tensorflow
IND2026843,Software Engineer,Khatabook,Remote,Entry,3.5,6.1,3.8,Java;C++;System Design;Data Structures;Git
IND2026844,Backend Developer,Infosys,Remote,Entry,3.5,6.4,3.6,Node.Js;Redis;Mongodb;Postgresql
IND2026845,Python Developer,BSNL,Hyderabad,Mid,3.5,4.5,3.7,Django;Aws;Rest Apis;Docker;Fastapi
IND2026846,Blockchain Developer,Oracle,Remote,Entry,3.5,4.5,4.1,Ethereum;Web3.Js;Smart Contracts;Python
IND2026847,Java Developer,Cognizant,Delhi,Mid,3.5,15.7,3.6,Java;Maven;Hibernate;Spring Boot
IND2026848,Product Manager,HCL Technologies,Mumbai,Entry,3.5,6.1,3.2,Roadmapping;Jira;User Research
IND2026849,QA Engineer,Urban Company,Lucknow,Mid,3.5,22.2,3.9,Python;Selenium;Postman;Api Testing
IND2026852,Data Engineer,Razorpay,Hyderabad,Mid,3.5,15.1,3.3,Sql;Kafka;Python
IND2026854,Engineering Manager,IBM,Hyderabad,Senior,6.5,47.7,3.8,People Management;Hiring;Roadmapping;Agile;System Design
IND2026855,React Developer,PhonePe,Indore,Mid,3.5,21.4,3.9,Html/Css;Redux;Next.Js;Typescript;React;Javascript
IND2026856,Android Developer,Ola,Remote,Mid,3.5,27.3,3.2,Jetpack Compose;Android Sdk;Rest Apis
IND2026857,Node.js Developer,BEL,Delhi,Mid,3.5,6.7,3.7,Javascript;Rest Apis;Mongodb
IND2026858,QA Engineer,Zoho,Mumbai,Mid,3.5,28.8,2.8,Selenium;Python;Jira;Api Testing;Postman;Manual Testing
IND2026859,Python Developer,PhonePe,Remote,Senior,6.5,48.0,2.9,Rest Apis;Python;Docker;Postgresql;Django;Fastapi
IND2026860,Engineering Manager,Cisco,Remote,Senior,6.5,43.5,3.9,Roadmapping;Okrs;System Design;Agile
IND2026861,React Developer,Leadsquared,Bangalore,Senior,6.5,4.5,4.2,React;Typescript;Javascript;Html/Css;Redux;Next.Js
IND2026862,Product Manager,Tech Mahindra,Chennai,Mid,3.5,8.1,3.4,Sql;Agile;Product Strategy;Jira;Roadmapping;A/B Testing
IND2026863,Full Stack Developer,Meesho,Mumbai,Mid,3.5,12.8,3.7,Mongodb;Docker;React;Python;Aws
IND2026864,QA Engineer,Groww,Mumbai,Entry,3.5,7.6,4.2,Selenium;Jira;Manual Testing;Postman
IND2026865,AI Engineer,Lenskart,Nagpur,Mid,3.5,4.5,4.2,Openai Api;Python;Vector Dbs;Rag;Nlp
IND2026866,MLOps Engineer,HAL,Chandigarh,Mid,3.5,6.4,4.3,Ci/Cd;Airflow;Mlflow;Python;Aws;Kubernetes
IND2026867,Data Analyst,Flipkart,Pune,Mid,3.5,48.0,3.8,Excel;Sql;Tableau;Power Bi;Statistics
IND2026868,AI Engineer,Dream11,Remote,Mid,3.5,4.5,4.0,Python;Rag;Openai Api;Llms;Prompt Engineering
IND2026871,Full Stack Developer,Paytm,Remote,Entry,3.5,6.5,4.0,Docker;React;Mongodb;Postgresql
IND2026873,Full Stack Developer,Khatabook,Remote,Mid,3.5,4.5,4.2,Python;Rest Apis;Mongodb;Postgresql;Aws;Docker
IND2026874,Technical Lead,IBM,Delhi,Senior,6.5,35.8,3.8,System Design;Aws;Microservices
IND2026875,Data Analyst,Hasura,Bhubaneswar,Mid,3.5,4.5,4.1,Excel;Sql;Data Visualization;Statistics;Python;Tableau
IND2026877,AI Engineer,Capgemini,Delhi,Entry,3.5,6.0,3.3,Llms;Vector Dbs;Langchain;Nlp;Python
IND2026878,Technical Lead,Tech Mahindra,Pune,Mid,3.5,4.5,2.7,System Design;Microservices;Team Leadership;Code Review;Aws;Agile
IND2026880,Full Stack Developer,ONGC,Remote,Mid,3.5,26.0,4.0,Node.Js;Python;Docker;Rest Apis;Postgresql;Aws
IND2026881,Java Developer,ONGC,Remote,Entry,3.5,4.5,3.9,Hibernate;Spring Boot;Sql
IND2026882,React Developer,Nykaa,Remote,Mid,3.5,25.7,3.6,Javascript;Redux;React
IND2026884,Backend Developer,Nykaa,Delhi,Mid,3.5,10.5,4.2,Python;Fastapi;Docker;Mongodb;Node.Js;Redis
IND2026885,Cloud Engineer,Zerodha,Hyderabad,Mid,3.5,20.3,3.3,Kubernetes;Terraform;Aws;Docker;Gcp
IND2026886,Data Scientist,Nykaa,Hyderabad,Mid,3.5,10.0,4.0,Deep Learning;Pandas;Tensorflow;Statistics;Machine Learning;Tableau
IND2026887,Engineering Manager,Zerodha,Hyderabad,Mid,3.5,21.6,3.8,Roadmapping;System Design;People Management;Agile;Okrs;Hiring
IND2026891,Software Engineer,Zomato,Kolkata,Entry,3.5,7.0,4.0,C++;Python;Algorithms;Rest Apis
IND2026892,Technical Lead,Nykaa,Delhi,Entry,3.5,4.5,3.8,Code Review;System Design;Agile;Team Leadership
IND2026893,Cybersecurity Analyst,Slice,Remote,Mid,3.5,17.9,3.3,Python;Penetration Testing;Ethical Hacking;Network Security
IND2026894,DevOps Engineer,Microsoft,Lucknow,Mid,3.5,18.3,3.2,Jenkins;Aws;Ci/Cd;Terraform;Kubernetes;Docker
IND2026897,Android Developer,ONGC,Remote,Mid,3.5,9.9,3.4,Rest Apis;Firebase;Java
IND2026898,Data Scientist,Freshworks,Hyderabad,Mid,3.5,13.9,3.6,Deep Learning;Statistics;Python;Tableau;Pandas;Sql
IND2026899,Machine Learning Engineer,Groww,Pune,Entry,3.5,7.8,3.9,Kubernetes;Docker;Aws;Tensorflow
IND2026901,QA Engineer,TCS,Bhubaneswar,Mid,3.5,4.5,4.1,Python;Jira;Api Testing;Postman
IND2026902,Machine Learning Engineer,ONGC,Hyderabad,Mid,3.5,8.9,4.0,Python;Tensorflow;Scikit-Learn;Kubernetes;Mlops;Aws
IND2026903,UI/UX Designer,MakeMyTrip,Remote,Mid,3.5,9.2,3.3,Wireframing;Figma;Prototyping
IND2026904,Backend Developer,HCL Technologies,Pune,Senior,6.5,36.0,3.6,Java;Python;Redis
IND2026905,Frontend Developer,Nykaa,Kolkata,Senior,6.5,38.5,3.5,Next.Js;React;Tailwind Css;Html/Css;Javascript;Typescript
IND2026906,Full Stack Developer,MakeMyTrip,Mumbai,Mid,3.5,16.4,4.0,Node.Js;Mongodb;Docker;Python;Rest Apis
IND2026907,Full Stack Developer,Deloitte,Bangalore,Entry,3.5,4.8,3.8,Docker;Node.Js;Postgresql;Python;Mongodb
IND2026909,Cybersecurity Analyst,Dream11,Pune,Entry,3.5,6.2,4.1,Penetration Testing;Network Security;Python
IND2026911,iOS Developer,Accenture,Remote,Mid,3.5,21.5,3.5,Swiftui;Xcode;Swift
IND2026913,React Developer,Deloitte,Bangalore,Entry,3.5,4.8,3.4,React;Redux;Next.Js;Html/Css;Typescript
IND2026914,Power BI Developer,NTPC,Mumbai,Mid,3.5,6.7,3.6,Etl;Data Modeling;Dax;Sql;Excel
IND2026916,Java Developer,IBM,Delhi,Mid,3.5,11.9,3.7,Sql;Rest Apis;Microservices;Spring Boot;Maven;Java
IND2026917,Cybersecurity Analyst,Wipro,Remote,Mid,3.5,48.0,2.9,Penetration Testing;Network Security;Ethical Hacking;Python
IND2026918,Backend Developer,Fi Money,Remote,Entry,3.5,5.6,3.3,Mongodb;Java;Docker;Fastapi
IND2026919,Cybersecurity Analyst,Tech Mahindra,Pune,Entry,3.5,4.9,3.4,Penetration Testing;Network Security;Ethical Hacking;Siem
IND2026920,Power BI Developer,Microsoft,Bangalore,Mid,3.5,19.4,3.7,Dax;Data Modeling;Power Bi;Sql;Etl;Excel
IND2026922,Backend Developer,Cognizant,Bangalore,Mid,3.5,10.2,3.8,Redis;Java;Postgresql;Python;Node.Js
IND2026924,Cloud Engineer,Setu,Pune,Entry,3.5,4.5,3.6,Docker;Aws;Azure;Kubernetes;Gcp
IND2026925,Data Scientist,Amazon,Bangalore,Mid,3.5,8.8,4.3,Sql;Scikit-Learn;Python;Deep Learning
IND2026926,Software Engineer,HAL,Nagpur,Mid,3.5,25.0,2.8,Algorithms;System Design;Git
IND2026927,Cybersecurity Analyst,Meesho,Kochi,Mid,3.5,23.8,3.4,Siem;Python;Network Security
IND2026928,Product Manager,Oracle,Hyderabad,Entry,3.5,5.4,3.3,Roadmapping;User Research;A/B Testing;Jira;Agile
IND2026929,Python Developer,Zoho,Kolkata,Mid,3.5,18.2,2.9,Rest Apis;Aws;Docker;Python
IND2026930,MLOps Engineer,Chargebee,Remote,Mid,3.5,4.5,4.3,Mlflow;Airflow;Docker;Kubernetes
IND2026932,iOS Developer,MakeMyTrip,Ahmedabad,Mid,3.5,24.7,3.2,Firebase;Xcode;Swiftui
IND2026933,Frontend Developer,Amazon,Remote,Mid,3.5,48.0,4.0,Figma;Typescript;Html/Css;Javascript;Next.Js
IND2026934,UI/UX Designer,Urban Company,Mumbai,Mid,3.5,48.0,3.9,Figma;Wireframing;User Research
IND2026936,Data Analyst,Infosys,Pune,Entry,3.5,4.6,3.8,Excel;Statistics;Python;Power Bi;Sql
IND2026937,QA Engineer,Deloitte,Bangalore,Mid,3.5,4.5,3.8,Python;Selenium;Postman;Api Testing;Jira
IND2026939,Data Analyst,Oracle,Jaipur,Entry,3.5,4.5,3.3,Tableau;Statistics;Data Visualization;Sql
IND2026940,Backend Developer,ISRO,Ahmedabad,Entry,3.5,4.5,3.6,Redis;Docker;Mongodb;Django;Postgresql;Python
IND2026943,Python Developer,Zomato,Bangalore,Mid,3.5,4.5,3.7,Fastapi;Docker;Python
IND2026945,Full Stack Developer,Groww,Delhi,Mid,3.5,20.9,4.0,Postgresql;Rest Apis;Aws;Docker
IND2026946,Engineering Manager,Deloitte,Bangalore,Mid,3.5,4.5,2.6,System Design;Hiring;Okrs;Agile;Roadmapping
IND2026947,Backend Developer,BSNL,Mumbai,Mid,3.5,21.4,4.0,Fastapi;Redis;Node.Js;Mongodb;Docker
IND2026948,Python Developer,Microsoft,Hyderabad,Mid,3.5,4.5,4.0,Aws;Docker;Fastapi;Python
IND2026949,iOS Developer,Nykaa,Kochi,Mid,3.5,12.2,4.0,Swiftui;Xcode;Swift
IND2026951,Engineering Manager,InMobi,Remote,Mid,3.5,21.2,3.5,System Design;Hiring;Roadmapping;People Management;Agile
IND2026952,Data Analyst,Cisco,Coimbatore,Mid,3.5,10.1,3.4,Sql;Data Visualization;Excel;Python;Power Bi;Tableau
IND2026953,Full Stack Developer,Wipro,Chennai,Mid,3.5,10.8,4.1,Postgresql;Rest Apis;Docker;Mongodb;Aws;Python
IND2026954,Computer Vision Engineer,BHEL,Hyderabad,Mid,3.5,37.8,3.7,Yolo;Tensorflow;Opencv;Python
IND2026956,Java Developer,Razorpay,Hyderabad,Entry,3.5,4.5,3.5,Hibernate;Spring Boot;Microservices;Sql;Rest Apis;Maven
IND2026957,Data Analyst,Khatabook,Pune,Entry,3.5,5.6,3.3,Power Bi;Python;Excel;Tableau
IND2026958,Python Developer,Google,Delhi,Senior,6.5,34.3,3.8,Aws;Postgresql;Python;Rest Apis
IND2026960,Cloud Engineer,Meesho,Bhubaneswar,Mid,3.5,10.2,3.9,Docker;Linux;Gcp;Kubernetes;Aws
IND2026961,UI/UX Designer,Setu,Bangalore,Senior,6.5,37.1,4.0,Css;Adobe Xd;Prototyping
IND2026962,Engineering Manager,Cognizant,Remote,Entry,3.5,4.5,4.1,Roadmapping;People Management;Hiring;Okrs;System Design;Agile
IND2026963,NLP Engineer,Zomato,Bhubaneswar,Mid,3.5,48.0,3.4,Transformers;Python;Tensorflow
IND2026964,Data Analyst,Paytm,Delhi,Mid,3.5,12.9,4.0,Statistics;Tableau;Sql;Power Bi
IND2026965,Data Scientist,Groww,Nagpur,Senior,6.5,47.5,4.2,Pandas;Deep Learning;Nlp;Scikit-Learn;Statistics
IND2026966,Business Analyst,Byju's,Pune,Mid,3.5,48.0,3.9,Agile;Power Bi;Requirements Gathering;Jira;Excel
IND2026967,Android Developer,Leadsquared,Chennai,Senior,6.5,36.4,3.5,Java;Jetpack Compose;Kotlin
IND2026968,Backend Developer,Capgemini,Bangalore,Mid,3.5,48.0,3.7,Django;Python;Node.Js;Redis
IND2026969,React Developer,Swiggy,Bangalore,Entry,3.5,5.5,3.6,Typescript;Redux;Next.Js;React;Javascript;Html/Css
IND2026970,React Developer,CRED,Remote,Mid,3.5,17.0,4.3,Next.Js;Javascript;React;Html/Css
IND2026971,Power BI Developer,IBM,Remote,Senior,6.5,37.7,3.3,Data Modeling;Power Bi;Etl;Dax;Excel;Azure
IND2026974,Data Engineer,NTPC,Bangalore,Mid,3.5,10.4,3.9,Spark;Etl;Python;Kafka
IND2026975,Android Developer,Urban Company,Ahmedabad,Entry,3.5,7.2,3.7,Firebase;Kotlin;Android Sdk;Rest Apis;Java
IND2026976,Computer Vision Engineer,Slice,Jaipur,Senior,6.5,40.7,4.3,Yolo;Deep Learning;Python;Pytorch;Opencv;Tensorflow
IND2026977,Data Analyst,Oracle,Remote,Mid,3.5,9.3,3.2,Power Bi;Statistics;Excel;Sql;Data Visualization
IND2026978,Python Developer,Hasura,Remote,Mid,3.5,25.3,3.1,Rest Apis;Python;Fastapi
IND2026980,Power BI Developer,Cognizant,Delhi,Mid,3.5,4.5,3.7,Power Bi;Excel;Etl;Data Modeling;Sql;Dax
IND2026981,Technical Lead,Razorpay,Kochi,Entry,3.5,8.3,3.3,Aws;Team Leadership;System Design;Code Review;Microservices
IND2026982,Cybersecurity Analyst,Amazon,Chennai,Mid,3.5,17.6,3.1,Python;Network Security;Siem;Ethical Hacking;Penetration Testing
IND2026983,UI/UX Designer,Swiggy,Nagpur,Senior,6.5,44.4,4.3,Css;User Research;Figma
IND2026984,Data Scientist,Zerodha,Mumbai,Mid,3.5,48.0,4.1,Deep Learning;Pandas;Scikit-Learn;Python
IND2026985,Full Stack Developer,HCL Technologies,Remote,Mid,3.5,7.4,3.9,React;Python;Rest Apis;Aws;Postgresql;Mongodb
IND2026987,Engineering Manager,IBM,Kolkata,Mid,3.5,48.0,4.3,Okrs;System Design;Hiring;Roadmapping;Agile
IND2026988,Software Engineer,Deloitte,Remote,Mid,3.5,17.4,3.9,C++;Algorithms;System Design;Java
IND2026989,React Developer,Capgemini,Delhi,Mid,3.5,10.8,3.3,React;Typescript;Html/Css;Redux
IND2026990,Node.js Developer,Meesho,Delhi,Mid,3.5,27.5,4.1,Mongodb;Rest Apis;Node.Js;Express.Js;Typescript;Javascript
